youtube_id,row_id,timestamp_ms,class_id,class_name,object_id,object_presence,xmin,xmax,ymin,ymax
0Thi7VG9Vm0,4583116,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
0YANjkbTNis,4589489,0,10,horse,0,present,0.457,0.815,0.19,0.8616666999999999
0YOp-cMRWBo,4589830,238000,0,person,0,present,0.241,0.738,0.07833333,1.0
0dqqWT0w-sQ,4597640,13000,14,skateboard,0,present,0.482,0.557,0.78,0.9216667
0fK7OBQ5c10,4599779,73000,14,skateboard,1,present,0.362,0.797,0.8283333,1.0
0hUH4i8d3w0,4602449,0,10,horse,0,present,0.377,0.636,0.15333334,1.0
0l3UQE_eIHY,4609057,43000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
0md4kqEY3YQ,4609983,28000,0,person,0,present,0.715,0.768,0.39833334,0.53333336
0mfgawQPz6s,4610040,0,11,motorcycle,0,present,0.18,0.6940000000000001,0.32,1.0
0qml7s1p70U,4615993,28000,0,person,0,present,0.194,0.292,0.33666667,0.56
0uOi0gfvLcg,4622422,0,0,person,0,present,0.5920000000000001,0.684,0.21,0.57
0yHAqFPYyv4,4627378,71000,1,bird,1,present,0.27,0.932,0.185,0.995
0yXbM-GLHk4,4627882,13000,0,person,0,present,0.391,0.42,0.455,0.53
11Opg-U_weE,4716100,58000,11,motorcycle,10,present,0.454,0.484,0.46166667,0.51666665
11qaHCHCT2M,4716977,28000,14,skateboard,0,present,0.161,0.429,0.76,0.865
120TWfTgIv4,4718878,0,0,person,0,present,0.5429999999999999,0.618,0.36333334,0.6433333000000001
130dH0FNXio,4720106,43000,10,horse,1,present,0.243,0.417,0.44666666,0.65166664
13BQECjIF6c,4719212,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
14Kcc8YDk3I,4720718,43000,0,person,0,present,0.394,0.51,0.345,0.63
16d3BFzOMKk,4724867,13000,0,person,0,present,0.039,1.0,0.21,1.0
17VikAYUXYg,4726624,28000,0,person,0,present,0.618,0.944,0.0,1.0
18SnGE4oQcY,4727396,58000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
1B3a84Few50,4650104,0,0,person,0,present,0.55,0.635,0.071666665,0.41833332
1KyCDdI-EtQ,4661268,43000,10,horse,3,present,0.504,1.0,0.1,1.0
1LUln4UUPL8,4662379,100000,1,bird,0,present,0.391,0.494,0.485,0.52166665
1NXMgYNM5Mo,4664662,270000,1,bird,0,absent,-1.0,-1.0,-1.0,-1.0
1NXtLfubfB4,4664715,43000,11,motorcycle,1,present,0.442,0.52,0.6433333000000001,0.78833336
1N_5SDqA21Y,4665599,0,10,horse,0,present,0.252,0.498,0.45166665,0.6533333
1OQon6OF6Jw,4666061,103000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
1OSlhOosLAs,4666118,0,0,person,0,present,0.762,0.826,0.37,0.66
1PSQ98gNU4k,4667361,28000,0,person,4,present,0.774,0.964,0.5466667,1.0
1Qm3N3qMhz8,4668982,43000,14,skateboard,1,uncertain,-1.0,-1.0,-1.0,-1.0
1RgJXDNGlpU,4670594,0,10,horse,0,absent,-1.0,-1.0,-1.0,-1.0
1SWaSXzL518,4671894,283000,0,person,0,present,0.0,1.0,0.71666664,1.0
1TCzDr-R8Z8,4672811,43000,0,person,1,present,0.19,1.0,0.0,0.92
1ToZuUF8ghA,4674035,13000,0,person,1,present,0.536,0.691,0.18,0.53
1TovJTUFj8U,4674149,43000,11,motorcycle,1,absent,-1.0,-1.0,-1.0,-1.0
1_I42q9O7VQ,4730757,0,0,person,0,present,0.5379999999999999,0.7829999999999999,0.20166667,0.80833334
1_og_dHC8wo,4731850,89000,6,cow,0,present,0.36,1.0,0.0,1.0
1afx4ZHhXmc,4682321,658000,6,cow,0,absent,-1.0,-1.0,-1.0,-1.0
1clPyCGHDMY,4684845,88000,0,person,1,uncertain,-1.0,-1.0,-1.0,-1.0
1gRT1CD9P0Y,4689949,103000,0,person,0,present,0.429,0.969,0.0,1.0
1is9iM6qMV4,4693129,28000,0,person,0,present,0.224,0.623,0.28833333,0.97
1lb9P9ERH3A,4696665,115000,11,motorcycle,0,present,0.175,0.695,0.0,1.0
1mBaStkRytY,4697483,13000,14,skateboard,0,absent,-1.0,-1.0,-1.0,-1.0
1qPd6SUcKAw,4702112,29000,0,person,0,present,0.399,0.583,0.25166667,0.62666667
1rielieByiU,4704104,73000,0,person,0,present,0.452,0.731,0.026666667,0.69666666
1sZq-UJHIuY,4705343,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
1tGGUXpckPc,4706062,193000,0,person,0,present,0.461,0.532,0.32166666,0.61
1u6gJahxkFU,4707967,73000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
1uV8WrhTrsE,4707539,43000,0,person,0,present,0.489,0.5539999999999999,0.29,0.5133333
2-BdgewBIbM,4816584,75000,14,skateboard,2,absent,-1.0,-1.0,-1.0,-1.0
2-E8tSpXZP0,4816735,28000,10,horse,1,present,0.282,0.682,0.0,1.0
23QrzSUqybc,4807687,28000,0,person,0,present,0.029,0.534,0.0,1.0
25DQ1zmRd44,4809993,73000,10,horse,1,present,0.097,0.642,0.225,0.795
25zBuCFIS6w,4811080,163000,11,motorcycle,0,present,0.5760000000000001,0.898,0.49,1.0
27SO3TyE8jw,4812918,0,16,truck,0,absent,-1.0,-1.0,-1.0,-1.0
28bUAeGuJsI,4814509,373000,11,motorcycle,0,absent,-1.0,-1.0,-1.0,-1.0
2AYP1mKH4Lc,4732756,58000,0,person,0,present,0.639,0.669,0.6433333000000001,0.755
2BEObUIzV4s,4733517,73000,0,person,1,present,0.484,0.647,0.21333334,0.65
2BRHNRHsYzs,4733868,13000,14,skateboard,0,present,0.377,0.5529999999999999,0.7266667,0.77666664
2CGU8LvnPng,4734998,58000,0,person,0,present,0.421,0.508,0.0,0.495
2EltJ87Q4JQ,4738312,28000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
2IBlmBYgGBA,4743063,13000,0,person,0,present,0.138,0.231,0.515,0.97
2JcOGBKHHcc,4744940,13000,14,skateboard,1,absent,-1.0,-1.0,-1.0,-1.0
2MTQ3wGBLpU,4748160,13000,0,person,0,present,0.847,1.0,0.21666667,0.94166666
2O9m2iOOkLw,4751682,28000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
2QOrXCDJDQ0,4753464,13000,14,skateboard,0,absent,-1.0,-1.0,-1.0,-1.0
2Uaa_wU5sdE,4758347,13000,6,cow,0,present,0.135,0.423,0.29333332,0.665
2Uz4pU6yO6k,4759176,43000,0,person,0,present,0.173,0.25,0.29833335,0.45166665
2XlY3FFuxw0,4763387,14000,14,skateboard,0,present,0.272,0.4370000000000001,0.57166666,0.61833334
2_reLxCl-pA,4818912,30000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
2b4eAh2zsns,4769153,88000,0,person,0,present,0.369,0.66,0.123333335,0.74
2bdXx-tt0tE,4768446,28000,11,motorcycle,2,present,0.277,0.664,0.12833333,0.9116667
2c2YHuMhbpA,4770816,58000,14,skateboard,2,absent,-1.0,-1.0,-1.0,-1.0
2c7L50Is7c4,4770894,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
2e9p918RZ14,4773454,13000,0,person,0,present,0.385,0.639,0.06666667,0.64
2exXYhvG2Ls,4773194,73000,11,motorcycle,1,present,0.151,0.725,0.25,0.81333333
2ifMPiPpxKo,4777696,285000,16,truck,0,present,0.455,0.6890000000000001,0.32,0.7083333
2j5812kDvyk,4779629,25000,14,skateboard,1,absent,-1.0,-1.0,-1.0,-1.0
2jTgcDtIBtU,4778784,133000,11,motorcycle,0,present,0.562,0.718,0.32833335,0.65833336
2kDzkTFV_7Q,4779915,28000,0,person,0,present,0.313,0.398,0.41333333,0.55333334
2qc1PRPNh6s,4789406,0,10,horse,0,present,0.669,0.903,0.47833332,0.7083333
2r_SkH-POuI,4791592,58000,0,person,0,present,0.617,0.7829999999999999,0.51,1.0
2sJpoKy_Eds,4791985,58000,0,person,0,present,0.18600000000000005,0.698,0.28166667,1.0
2uFJsDSi5EE,4794602,613000,0,person,0,present,0.0,0.716,0.33833334,1.0
2vWqhp_GJDE,4796498,13000,0,person,0,present,0.412,0.536,0.165,0.59166664
309vCmZShVc,4893750,0,0,person,0,present,0.8220000000000001,0.977,0.49,1.0
315TlplfD38,4895303,178000,0,person,0,present,0.937,1.0,0.645,0.695
33FcZm-uBWY,4897052,343000,11,motorcycle,0,present,0.0,0.232,0.50666666,0.91
33K5ntOf_BQ,4897090,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
34tV_qA5JUE,4898732,0,0,person,0,present,0.273,0.345,0.07,0.27
35AiIGSC3KY,4899124,58000,0,person,0,present,0.312,0.433,0.071666665,0.365
36p9BsuiwuA,4901128,193000,0,person,0,present,0.281,0.597,0.165,0.775
39AqosnREl8,4904565,0,0,person,0,present,0.35600000000000004,0.395,0.33666667,0.41833332
39UWETJMqew,4905109,0,14,skateboard,0,absent,-1.0,-1.0,-1.0,-1.0
39fWW_SDbnc,4905309,133000,0,person,0,present,0.481,0.8,0.39166668,1.0
3AHjXrBDIqk,4819629,13000,0,person,0,present,0.0,0.07200000000000001,0.38333333,0.53833336
3B8pzyCdL-8,4822720,43000,14,skateboard,1,present,0.528,0.715,0.68,0.7316666999999999
3BoVeddjmrs,4822187,43000,14,skateboard,3,absent,-1.0,-1.0,-1.0,-1.0
3FiPxRB5mu8,4827274,0,0,person,0,present,0.564,0.688,0.30833334,0.5933333000000001
3G3nl2qmEas,4828772,58000,0,person,0,present,0.369,0.63,0.053333335,0.62666667
3Gw5TNPa2qU,4828504,313000,4,bus,0,absent,-1.0,-1.0,-1.0,-1.0
3HcrMMPl644,4829798,73000,0,person,0,present,0.442,0.583,0.14666666,0.5
3HlUlIK4RMs,4830118,43000,20,elephant,1,present,0.124,0.815,0.39833334,0.68333334
3I45ci35cE4,4831984,28000,3,boat,1,present,0.135,0.526,0.64666665,0.735
3LZ_rwUEmqI,4835251,1063000,21,umbrella,0,present,0.459,0.894,0.16333333,0.39333335
3PyRqCpPODM,4840495,28000,2,bicycle,0,absent,-1.0,-1.0,-1.0,-1.0
3QMZ5Lh2Kl8,4841196,58000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
3RDOcRhZRRg,4842655,28000,0,person,0,present,0.07200000000000001,0.401,0.095,0.97833335
3RpPrlYKZVU,4843641,14000,2,bicycle,0,absent,-1.0,-1.0,-1.0,-1.0
3Rv8mLWJjcg,4843735,88000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
3SKncKCqOGw,4844465,28000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
3SNkwSP30lY,4844783,0,14,skateboard,0,present,0.664,0.769,0.77666664,0.84166664
3UX6qRz4Sa8,4848245,538000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
3ZdjXyqDXEw,4855249,28000,0,person,0,present,0.445,0.4920000000000001,0.42166665,0.54333335
3Zm3BLtiSC4,4855664,28000,0,person,0,present,0.0,0.142,0.22666667,0.30166668
3ax2kqrMOkU,4856698,0,0,person,0,present,0.177,0.299,0.31833333,0.625
3cCjRv_v-88,4858338,73000,0,person,0,present,0.514,0.601,0.10666667,0.38833332
3kAad3AmYHs,4868663,0,0,person,0,present,0.5660000000000001,0.667,0.28833333,0.66833335
3mS3JeCTrmM,4872030,13000,11,motorcycle,0,absent,-1.0,-1.0,-1.0,-1.0
3qztahXN8hg,4877752,73000,0,person,0,present,0.461,0.555,0.27833334,0.59
3rGhoxvvb7I,4878264,28000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
3vv6b4jnW6Y,4886119,13000,10,horse,0,present,0.062,0.466,0.40666667,0.7133333000000001
3w0iqwRd4Hg,4887782,13000,21,umbrella,0,present,0.232,0.691,0.0,0.615
3wGSIajtfE4,4886568,0,0,person,0,present,0.383,0.4370000000000001,0.32333332,0.525
3xYnb2WnznE,4888362,448000,10,horse,0,present,0.435,0.631,0.45666668,0.7966667
404awzr8dMM,4980769,0,11,motorcycle,0,absent,-1.0,-1.0,-1.0,-1.0
44PMZnKMLdQ,4984792,43000,19,dog,0,present,0.748,0.931,0.69,0.9
46KipPbgbk0,4987152,13000,10,horse,0,present,0.119,0.76,0.24,0.8666666999999999
47G-yPK7SXo,4988604,58000,11,motorcycle,3,present,0.51,0.607,0.11833333,0.36833334
4A7uL0sY0Y0,4910211,0,0,person,0,present,0.657,0.852,0.0,0.7
4C4M7iXD1yo,4912080,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
4E38JLf_dIA,4915512,13000,0,person,0,present,0.232,0.278,0.39,0.62
4ETn9Nu9AFw,4914123,103000,0,person,0,present,0.537,0.777,0.105,0.94
4EctSTDCgcg,4914365,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
4FfywP_Meac,4916363,118000,1,bird,0,present,0.282,0.389,0.20666666,0.88
4LRsl8TGcjw,4924068,15000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
4MUpOiWvGz0,4925368,13000,11,motorcycle,0,present,0.141,0.8809999999999999,0.36833334,1.0
4MglMrMzD7s,4925708,0,11,motorcycle,0,present,0.7709999999999999,1.0,0.675,1.0
4NbN0AH9pRo,4926910,133000,23,car,0,absent,-1.0,-1.0,-1.0,-1.0
4RdYJWa-tuo,4931643,163000,0,person,0,present,0.355,0.438,0.21166667,0.42333335
4V2EDeS3XgU,4939175,0,0,person,0,present,0.877,1.0,0.28166667,0.8616666999999999
4WZImk31njQ,4939791,208000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
4WgWwTW9By4,4940153,13000,0,person,0,present,0.723,0.7509999999999999,0.45,0.50333333
4Y3UB2aruAY,4943650,103000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
4YTbLfbRVT8,4942927,508000,0,person,0,present,0.469,0.664,0.0,0.25
4Z7tF4aWnAY,4945435,13000,14,skateboard,0,absent,-1.0,-1.0,-1.0,-1.0
4_yVLAM-zfM,4993961,28000,10,horse,0,present,0.233,0.595,0.33833334,0.71166664
4b35PjP1QIM,4947903,0,11,motorcycle,0,absent,-1.0,-1.0,-1.0,-1.0
4eFe4_6mHcA,4950559,163000,1,bird,0,present,0.677,0.7120000000000001,0.44333333,0.485
4gXG6wB01tw,4953639,0,0,person,0,uncertain,-1.0,-1.0,-1.0,-1.0
4g_C7wT2JHE,4954309,13000,4,bus,0,present,0.127,1.0,0.0,0.9916667
4jP3jLLbvTQ,4958099,58000,0,person,0,present,0.285,0.377,0.58,0.7916667
4ohJWSmxcTE,4964842,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
4pTqxA-nkd4,4965784,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
4rd2d3PQSiA,4968613,43000,3,boat,0,present,0.536,0.662,0.41833332,0.51166666
4sVNYZWlYPw,4969836,0,0,person,0,present,0.117,0.926,0.285,0.5966667
4t-pPPKXLAY,4971661,0,0,person,0,present,0.243,0.5479999999999999,0.0,0.87833333
4tGX1gp2HHA,4970588,43000,10,horse,2,present,0.147,0.439,0.425,0.655
4uxOLVO25_0,4972997,0,16,truck,0,absent,-1.0,-1.0,-1.0,-1.0
4wipRL1YnBk,4975174,0,0,person,0,present,0.0,0.14300000000000002,0.16666667,0.7966667
4wqYS92WJrc,4975446,28000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
518Jji7FOZo,5066403,44000,0,person,0,present,0.368,0.6920000000000001,0.485,0.94666666
55peRa2vBkI,5071107,103000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
58ukKgumFHI,5074814,163000,0,person,0,present,0.443,0.621,0.275,0.85833335
5Cj1BGMo_nw,4997685,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
5DU0xGTvKPM,4998921,13000,6,cow,0,present,0.41,1.0,0.0,0.73833334
5DhiV3Nppyo,4999053,0,2,bicycle,0,absent,-1.0,-1.0,-1.0,-1.0
5JwMah-2arM,5007218,88000,11,motorcycle,0,absent,-1.0,-1.0,-1.0,-1.0
5KTpnIXKAtM,5008102,28000,0,person,0,present,0.464,0.579,0.195,0.49666667
5KVjUNgasJg,5008178,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
5KkzDx-5KDk,5008607,73000,0,person,0,present,0.415,0.527,0.195,0.725
5Lkzn8MJslM,5009994,0,0,person,0,present,0.192,0.375,0.39666668,0.8933333000000001
5NqBnUetOpI,5012733,88000,0,person,0,present,0.122,0.363,0.0,0.655
5QXttL9OWyY,5015875,90000,4,bus,0,present,0.29600000000000004,0.8079999999999999,0.07333333,0.975
5U3Cen_o8-o,5020926,30000,19,dog,3,present,0.272,0.635,0.22833334,0.67833334
5XZZ1GUU6f4,5025070,223000,0,person,0,present,0.28600000000000003,0.53,0.0,0.8183333
5_BWynrGn8M,5079381,0,11,motorcycle,0,present,0.3,0.629,0.13666667,1.0
5d5a__HHMfU,5034472,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
5gsgFQ9W3Us,5037912,0,11,motorcycle,0,present,0.0,0.892,0.55833334,1.0
5jK9OyGzXiE,5041551,74000,19,dog,0,absent,-1.0,-1.0,-1.0,-1.0
5kU72ygetSk,5042911,28000,0,person,0,present,0.6809999999999999,0.7120000000000001,0.48,0.60333335
5oDxbDs19q0,5047362,88000,11,motorcycle,0,present,0.623,1.0,0.09833334,0.845
5pEvmbk9d9w,5049126,28000,0,person,0,present,0.383,0.474,0.3,0.53833336
5pL8znuk01w,5049319,73000,11,motorcycle,0,present,0.0,0.984,0.295,1.0
5thMEw1tRC0,5054595,0,0,person,0,present,0.386,0.49,0.345,0.61
5uYsjfhPChY,5055611,73000,2,bicycle,1,present,0.05,0.298,0.37,0.795
5x_AhGWX-2o,5060863,43000,0,person,0,present,0.285,0.371,0.24833333,0.36
5xrvJqmP_Ug,5060358,133000,0,person,0,uncertain,-1.0,-1.0,-1.0,-1.0
60LfC2wZ0Wg,5152137,88000,0,person,1,present,0.328,0.5429999999999999,0.0,0.9216667
60rkF-OQRR0,5152917,14000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
63lXRJaSbf4,5157869,73000,11,motorcycle,1,present,0.0,0.687,0.028333334,0.865
6AM_89iAk7I,5081044,13000,13,airplane,0,present,0.259,1.0,0.0,0.37
6BUHOMSlnp0,5082917,13000,0,person,0,present,0.066,0.131,0.33833334,0.6166666999999999
6Bz-IpGwqIU,5083516,28000,0,person,0,present,0.409,0.601,0.13833334,0.50666666
6D-wpfMrPz0,5086825,0,0,person,0,present,0.059,0.108,0.46166667,0.6766667
6F9ylCigOiQ,5089141,28000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
6GzqgVGWLMs,5090516,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
6Ke9qGPVaJ8,5095185,43000,11,motorcycle,0,absent,-1.0,-1.0,-1.0,-1.0
6KpSYhHWysU,5095407,43000,11,motorcycle,0,absent,-1.0,-1.0,-1.0,-1.0
6M5pPNo_3Ds,5099074,13000,0,person,0,present,0.413,0.6970000000000001,0.0,0.655
6OoTNe24KEk,5101342,43000,11,motorcycle,0,present,0.0,0.833,0.0,1.0
6TY6iiDa2EI,5108883,58000,11,motorcycle,0,present,0.194,0.736,0.22,0.6383333000000001
6Zbhrro3PEk,5117031,43000,2,bicycle,5,present,0.399,0.645,0.42666668,1.0
6d5lK0AEW2o,5122613,28000,0,person,0,present,0.575,0.653,0.23166667,0.55
6eRWleV0d7M,5122921,13000,0,person,0,present,0.158,0.616,0.0,1.0
6ejtAYvVVAI,5123279,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
6gAMZO-fVyg,5125489,13000,0,person,0,present,0.28300000000000003,0.476,0.095,0.715
6gFgUBwT1l0,5125579,43000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
6hVuC5VHWeM,5127207,103000,11,motorcycle,0,absent,-1.0,-1.0,-1.0,-1.0
6iLEaZRBmBE,5128574,133000,0,person,0,present,0.493,0.5489999999999999,0.165,0.34
6k0h0wGpMJw,5131728,388000,0,person,0,present,0.0,0.392,0.61333334,0.97
6k6SiErbs_U,5131860,58000,0,person,1,absent,-1.0,-1.0,-1.0,-1.0
6khDUjxTmdo,5131053,0,3,boat,0,present,0.049,0.515,0.5233333,0.68333334
6mnQh6uIrhY,5134020,883000,11,motorcycle,1,absent,-1.0,-1.0,-1.0,-1.0
6wTk4PAmSvs,5147262,58000,0,person,0,present,0.241,0.412,0.18333334,0.6716667
6ybrfF_ynpM,5149982,176000,0,person,0,present,0.607,0.815,0.08833333,0.615
6zrUBm57QIA,5151516,148000,11,motorcycle,0,present,0.0,0.16399999999999998,0.87166667,1.0
739an53Hx2Y,5247150,58000,0,person,0,present,0.209,0.35700000000000004,0.31666666,0.6816667
74jiGPl5UMA,5248006,28000,0,person,0,present,0.0,0.638,0.0,1.0
79Thr45goMY,5254219,58000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
7BqBzT3cd_k,5171750,28000,2,bicycle,0,absent,-1.0,-1.0,-1.0,-1.0
7GUWego1qA8,5178761,28000,0,person,0,present,0.468,0.68,0.12666667,0.5516667
7L4_w9z8yME,5185942,13000,0,person,0,present,0.271,0.426,0.41666666,0.7733333
7O3VknS38B4,5189999,133000,0,person,0,present,0.354,0.619,0.345,0.97333336
7OkTGXgpGcg,5189800,0,0,person,0,present,0.394,0.579,0.0,0.715
7PZtU09c3M8,5190828,28000,0,person,0,present,0.7240000000000001,1.0,0.5366666999999999,1.0
7PjPMZ2Juno,5190971,43000,11,motorcycle,0,present,0.211,0.76,0.47166666,0.91833335
7SKzS-YdUbc,5195075,28000,0,person,0,present,0.451,0.7040000000000001,0.0016666667,0.6
7WNQEox7IXo,5200612,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
7XO6hznLDMc,5201958,73000,0,person,0,present,0.311,0.481,0.775,1.0
7d3G1SN7jco,5211023,73000,0,person,0,present,0.422,0.604,0.0,0.35666665
7dYqsP5jRVo,5210258,58000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
7eupLmNKD54,5212532,0,0,person,0,present,0.344,0.8079999999999999,0.0,1.0
7gXJ47pE9_M,5215153,73000,0,person,0,present,0.593,0.94,0.56,1.0
7gn1EqrQOFk,5215543,13000,11,motorcycle,0,present,0.66,1.0,0.5933333000000001,1.0
7hjnqZZAweI,5216841,118000,11,motorcycle,0,present,0.14300000000000002,0.4270000000000001,0.34333333,0.87
7iqnoz3zGUM,5218413,0,0,person,0,present,0.528,0.5539999999999999,0.21833333,0.27666667
7jLYL8K8mQU,5219256,0,0,person,0,present,0.6829999999999999,0.958,0.05666667,0.775
