youtube_id,row_id,timestamp_ms,class_id,class_name,object_id,object_presence,xmin,xmax,ymin,ymax
0jwEha2Jpkk,4606307,0,23,car,0,present,0.113,1.0,0.0,1.0
0kPP4TkQiZM,4607079,0,23,car,0,present,0.025,1.0,0.095,1.0
0kSRn21ZwYA,4607152,0,23,car,0,present,0.0,0.992,0.21666667,1.0
0kUxF4cU1tU,4607258,43000,23,car,0,present,0.5760000000000001,0.8759999999999999,0.36333334,0.49166667
0lBZtNJI4TM,4607960,73000,23,car,0,present,0.0,1.0,0.0,1.0
0lWvBYFqqxw,4608380,58000,23,car,3,present,0.435,0.794,0.36,0.60833335
0lXT8w6Nvz4,4608456,88000,23,car,1,present,0.0,0.268,0.24,0.53
0mIwwe5irHk,4609410,13000,23,car,0,present,0.044,0.974,0.29666665,0.815
0mSZED2I97w,4609711,0,23,car,0,present,0.28,0.758,0.37333333,0.58
0oHtf7nx8m0,4612570,13000,23,car,0,present,0.5660000000000001,0.637,0.35166666,0.45333335
0oUP_HzXQL4,4613121,13000,23,car,0,present,0.0,1.0,0.0,1.0
0p5Ejm4D1Hk,4614937,28000,23,car,1,present,0.0,1.0,0.0,1.0
0pDWSJ1cxQQ,4613852,43000,23,car,0,present,0.0,1.0,0.0,0.65833336
0q7Q3U3LFsU,4616454,43000,23,car,0,present,0.0,1.0,0.0,0.7316666999999999
0rIli5nmkus,4616564,205000,23,car,0,absent,-1.0,-1.0,-1.0,-1.0
0rJ8HPyJ598,4616603,13000,23,car,0,present,0.163,0.6940000000000001,0.0,0.6016667
0rOV6OE29LM,4616770,73000,23,car,3,present,0.0,1.0,0.0,1.0
0rTlNCuQ-sc,4616866,28000,23,car,0,present,0.337,1.0,0.023333333,0.815
0sAim6AJwgY,4617897,103000,23,car,0,present,0.407,0.524,0.23333333,0.335
0sAukk-qZs8,4617916,0,23,car,0,present,0.0,1.0,0.13166666,0.89166665
0t4P9553aGc,4621671,43000,23,car,0,present,0.061,1.0,0.0,0.79833335
0tM_xwb7F4c,4620257,0,23,car,0,present,0.16699999999999998,0.7709999999999999,0.06666667,0.90833336
0tRqlPeCC5Y,4620458,28000,23,car,0,present,0.109,0.894,0.006666666999999999,0.985
0thX9ObfWzc,4621175,0,23,car,0,present,0.25,0.851,0.24833333,0.9483333
0tnLuxmwUkk,4621352,523000,23,car,0,present,0.0,0.92,0.011666667,0.88666666
0uNVrVbN2ms,4622348,0,23,car,0,present,0.058,0.902,0.08833333,0.89166665
0uU58N870IE,4622554,43000,23,car,0,present,0.0,1.0,0.0,1.0
0uZVPUEddQw,4622685,73000,23,car,0,present,0.16899999999999998,0.743,0.13,0.62
0ug0MgSusgA,4622795,0,23,car,0,present,0.21,0.933,0.255,0.8566666999999999
0ui4hJ2fg4I,4622846,0,23,car,0,present,0.134,0.92,0.22666667,0.67333335
0ujnfnO9Fxo,4622863,0,23,car,0,present,0.0,1.0,0.108333334,1.0
0uncHEN4XFo,4622935,58000,23,car,0,present,0.078,1.0,0.0,1.0
0wrJ3H-uuhk,4625657,223000,23,car,0,present,0.54,0.627,0.43666667,0.5366666999999999
0yHuHTckTOQ,4627472,58000,23,car,0,present,0.094,0.92,0.108333334,0.76
0zWO9gqs1as,4629065,0,23,car,0,present,0.146,0.852,0.175,0.92833334
1-3SLI9zhkI,4730326,88000,23,car,4,present,0.0,1.0,0.0,1.0
1-SA-XDjVs4,4729445,237000,23,car,0,present,0.0,1.0,0.0,1.0
10-hsIIxDiQ,4715756,43000,23,car,0,present,0.223,1.0,0.21666667,1.0
10MK9eDl3S4,4714426,28000,23,car,0,present,0.0,1.0,0.07666667,0.9866667
11U63dZ-o5A,4716455,13000,23,car,0,present,0.348,0.6970000000000001,0.26333332,0.62166667
11aF_pdrivU,4716769,10000,23,car,0,present,0.262,0.792,0.35,0.82666665
11xY-Lhkq84,4717129,0,23,car,0,present,0.001,1.0,0.048333332,0.68
13iM8BHgaJc,4719843,0,23,car,0,present,0.0,1.0,0.038333334,1.0
146RAUS3H2E,4721994,13000,23,car,0,present,0.182,0.625,0.26166666,0.6016667
146bAMT3Tes,4722146,10000,23,car,0,present,0.073,0.848,0.123333335,0.87833333
14VOEGmOiIc,4721008,43000,23,car,0,present,0.0,1.0,0.0,0.6566666999999999
15xXEQYEkBo,4723350,28000,23,car,0,present,0.0,1.0,0.12,1.0
178awKBM3yU,4727150,13000,23,car,0,present,0.0,1.0,0.0,0.6383333000000001
17IRIpVJ4sU,4726041,13000,23,car,0,absent,-1.0,-1.0,-1.0,-1.0
17iXJ0zvwSs,4726813,117000,23,car,0,present,0.594,0.679,0.48166665,0.56166667
185jJiMJ3d8,4727950,0,23,car,0,present,0.035,1.0,0.0,1.0
18uiQm3kQIg,4727834,14000,23,car,0,present,0.421,0.622,0.225,0.43666667
19bItQqY_P8,4728410,0,23,car,0,present,0.0,0.79,0.0,0.6616666999999999
19l2pQu_mRQ,4728634,0,23,car,0,present,0.062,0.7929999999999999,0.07833333,0.91833335
1AGYUHQNl2k,4648101,150000,23,car,0,present,0.0,1.0,0.0,1.0
1APT2IKONeA,4648247,0,23,car,0,absent,-1.0,-1.0,-1.0,-1.0
1ASIGPMEdUs,4648336,43000,23,car,0,present,0.0,0.737,0.0,0.97833335
1AfJkdLQzlo,4648485,28000,23,car,0,present,0.662,0.701,0.41666666,0.44333333
1B8_ZZw_fDo,4650209,43000,23,car,0,present,0.158,1.0,0.0,0.9033333
1BaTYPO9Eak,4649730,43000,23,car,1,present,0.102,1.0,0.0,1.0
1Bitv6WwIJ0,4649861,103000,23,car,0,absent,-1.0,-1.0,-1.0,-1.0
1C-a3_DKRGY,4651495,15000,23,car,0,present,0.221,0.8170000000000001,0.26833335,0.8233333
1CJgNFZ2v-U,4650361,0,23,car,0,present,0.149,1.0,0.036666665,0.95
1CqxrCXJzuY,4651025,13000,23,car,0,present,0.0,1.0,0.21,1.0
1CuzShMWcT0,4651108,0,23,car,0,present,0.013,1.0,0.11333334,1.0
1DL1HZWXB3I,4651870,43000,23,car,0,present,0.22,1.0,0.0,0.77166665
1Do4hN0ezO4,4652365,15000,23,car,0,present,0.16399999999999998,0.7190000000000001,0.23833333,0.83
1EgfHPQgT48,4653494,13000,23,car,0,present,0.0,1.0,0.0,1.0
1Eh5jsZZJgg,4653513,58000,23,car,0,present,0.129,1.0,0.0,1.0
1EqywaKvkW0,4653720,88000,23,car,1,absent,-1.0,-1.0,-1.0,-1.0
1FrwgxhXs8k,4654741,0,23,car,0,present,0.08199999999999999,0.941,0.036666665,0.80833334
1G-pgIid9Pw,4657201,358000,23,car,0,present,0.117,0.7559999999999999,0.165,0.74
1GQotvBofYA,4655717,13000,23,car,0,absent,-1.0,-1.0,-1.0,-1.0
1JRGHQExLYQ,4659107,73000,23,car,0,present,0.122,1.0,0.0,0.84833336
1JfHaxdqKHQ,4659387,43000,23,car,0,present,0.054000000000000006,1.0,0.36,1.0
1M67qLAILvM,4664208,13000,23,car,0,absent,-1.0,-1.0,-1.0,-1.0
1MPCPBphYBQ,4663491,448000,23,car,0,present,0.0,0.984,0.37666667,0.93
1NFjlexwa7s,4664356,178000,23,car,0,absent,-1.0,-1.0,-1.0,-1.0
1NmXw7rE-MM,4664996,10000,23,car,0,present,0.0,0.898,0.24166666,1.0
1OJclIFOSMo,4665839,13000,23,car,0,present,0.0,1.0,0.038333334,1.0
1Om_WcMhlBg,4666523,13000,23,car,0,present,0.0,0.8959999999999999,0.13666667,0.829766
1PJ-1fpcMDM,4667174,13000,23,car,0,present,0.075,0.931,0.0,0.485
1PdXPVIgqHM,4667693,0,23,car,0,present,0.065,0.991,0.0,1.0
1QU83jkYpG4,4668495,0,23,car,0,present,0.078,0.889,0.255,0.8333333
1Ql4vejA_d4,4668965,0,23,car,0,present,0.014,0.883,0.08,0.78833336
1Qx0cZx_78Y,4669229,28000,23,car,0,present,0.322,0.813,0.315,0.7816666999999999
1RIdQmaI58w,4669942,0,23,car,0,present,0.055,0.998,0.30333334,0.72
